"","X1.T1","ID","Animal.T1","Artifact.T1","Object.T1","Plant.T1","Biology.T1","Physics.T1","Psychology.T1","INT.T1","MCI.T1","age","sex","race","AC_1","AC_2","AC_3","AC_4","AC","Version.T1","Condition.T1","Order.T1","1_Test blockV1_INT.T1","2_Test blockV1_INT.T1","3_Test blockV1_INT.T1","4_Test blockV1_MCI.T1","5_Test blockV1_MCI.T1","6_Test blockV1_MCI.T1","7_Test blockV1_INT.T1","8_Test blockV1_INT.T1","9_Test blockV1_INT.T1","10_Test blockV1_MCI.T1","11_Test blockV1_MCI.T1","12_Test blockV1_MCI.T1","13_Test blockV1_INT.T1","14_Test blockV1_INT.T1","15_Test blockV1_INT.T1","16_Test blockV1_MCI.T1","17_Test blockV1_MCI.T1","18_Test blockV1_MCI.T1","19_Test blockV1_INT.T1","20_Test blockV1_INT.T1","21_Test blockV1_INT.T1","22_Test blockV1_MCI.T1","23_Test blockV1_MCI.T1","24_Test blockV1_MCI.T1","Breach.T1","Transfer.T1","X1.T2","Animal.T2","Artifact.T2","Object.T2","Plant.T2","Biology.T2","Physics.T2","Psychology.T2","INT.T2","MCI.T2","Age","Sex","Race","Version.T2","Condition.T2","Order.T2","1_Test blockV1_INT.T2","2_Test blockV1_INT.T2","3_Test blockV1_INT.T2","4_Test blockV1_MCI.T2","5_Test blockV1_MCI.T2","6_Test blockV1_MCI.T2","7_Test blockV1_INT.T2","8_Test blockV1_INT.T2","9_Test blockV1_INT.T2","10_Test blockV1_MCI.T2","11_Test blockV1_MCI.T2","12_Test blockV1_MCI.T2","13_Test blockV1_INT.T2","14_Test blockV1_INT.T2","15_Test blockV1_INT.T2","16_Test blockV1_MCI.T2","17_Test blockV1_MCI.T2","18_Test blockV1_MCI.T2","19_Test blockV1_INT.T2","20_Test blockV1_INT.T2","21_Test blockV1_INT.T2","22_Test blockV1_MCI.T2","23_Test blockV1_MCI.T2","24_Test blockV1_MCI.T2","Breach.T2","Transfer.T2"
"194",194,9274,0,1,0.666666666666667,1,0.666666666666667,0.75,0.6,0.25,0.666666666666667,18,1,1,3,4,1,2,1,1,2,2,2,4,4,3,4,4,3,2,2,1,1,1,4,4,4,2,4,2,3,2,2,4,3,4,0.5,0.833333333333333,177,0,1,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.4,0.333333333333333,0.416666666666667,18,1,1,1,2,2,2,2,4,3,4,2,2,1,4,1,1,1,3,3,4,3,4,2,2,3,3,4,2,1,0.333333333333333,0.5
"195",195,9390,1,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,1,0.4,0.333333333333333,0.583333333333333,22,1,6,3,2,1,4,1,1,1,2,2,3,4,4,3,4,3,3,4,1,2,4,2,2,3,4,2,2,4,3,1,1,3,3,1,0.166666666666667,178,0.333333333333333,0.666666666666667,0.333333333333333,0,0.333333333333333,0.25,0.4,0.333333333333333,0.333333333333333,22,1,6,1,1,2,2,1,3,4,1,2,2,4,1,2,1,2,2,2,3,1,4,2,4,3,2,2,3,4,0.333333333333333,0.333333333333333
"196",196,9529,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.25,0.2,0.75,0.333333333333333,20,2,1,4,3,2,1,1,2,1,3,3,2,3,3,3,4,2,4,4,4,1,1,1,1,1,2,3,4,2,2,3,2,4,4,0.333333333333333,0.333333333333333,179,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.5,0.6,0.5,0.583333333333333,20,2,1,2,1,3,3,4,4,3,3,3,2,2,2,4,4,3,1,1,1,4,3,4,2,2,3,2,2,4,0.5,0.666666666666667
"197",197,9538,0,0,0,0.666666666666667,0.333333333333333,0.25,0,0.166666666666667,0.166666666666667,18,2,5,2,3,4,1,1,2,2,3,1,2,3,1,4,1,2,2,3,4,3,3,2,4,1,1,2,3,4,1,4,1,4,3,0.166666666666667,0.166666666666667,180,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.2,0.416666666666667,0.166666666666667,18,2,5,2,2,3,4,3,1,4,1,2,2,4,4,3,1,3,2,1,3,1,3,4,3,2,3,3,2,1,0,0.333333333333333
"198",198,9551,0.333333333333333,0.666666666666667,1,1,0.666666666666667,0.75,0.8,0.666666666666667,0.75,20,2,1,1,2,3,4,1,2,2,4,1,2,1,1,2,2,3,3,3,3,3,3,4,4,4,4,4,1,2,2,1,1,1,2,0.5,1,181,1,0.333333333333333,0.666666666666667,0.333333333333333,1,0.25,0.6,0.416666666666667,0.583333333333333,20,2,1,2,2,4,2,1,1,2,2,1,3,3,2,2,1,3,4,3,4,4,4,1,2,3,2,1,3,1,0.5,0.666666666666667
"199",199,9574,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.5,0.6,0.416666666666667,0.5,19,2,2,4,3,2,1,1,2,1,3,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,1,1,1,2,2,4,2,2,2,0.5,0.5,182,0.666666666666667,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.75,0.6,0.416666666666667,0.583333333333333,19,2,2,2,1,3,4,4,2,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,4,2,2,2,0.666666666666667,0.5
"200",200,9628,0,0,1,0.333333333333333,0,0.25,0.6,0.333333333333333,0.333333333333333,19,2,1,1,2,3,4,1,2,2,4,2,3,2,3,3,2,3,1,2,2,2,3,3,3,2,1,2,1,3,1,4,1,1,2,0.166666666666667,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",201,9655,1,0.666666666666667,1,0.666666666666667,0.333333333333333,1,1,0.916666666666667,0.833333333333333,19,1,7,3,2,1,4,1,1,1,2,4,4,4,4,3,4,1,1,1,1,1,1,2,2,2,4,2,2,3,1,3,3,3,3,1,0.666666666666667,183,1,1,1,0.666666666666667,0.666666666666667,1,1,0.833333333333333,0.916666666666667,19,1,7,1,1,2,4,3,3,4,4,4,1,1,1,1,1,1,2,2,2,3,2,2,3,3,3,3,3,3,1,0.833333333333333
"202",202,9661,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.6,0.5,0.583333333333333,18,2,2,1,4,3,2,1,2,1,4,2,4,2,2,2,2,1,1,3,1,3,3,1,4,4,1,4,2,2,1,2,2,1,4,0.5,0.666666666666667,184,0,0.666666666666667,0.333333333333333,0,0,0.25,0.4,0.333333333333333,0.25,18,2,2,2,1,4,2,2,2,4,1,1,3,1,4,1,3,3,1,1,1,1,2,4,4,3,2,4,3,3,0.166666666666667,0.333333333333333
"203",203,9700,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0.5,0.6,0.333333333333333,0.583333333333333,19,2,2,2,3,4,1,1,2,2,3,3,3,1,3,3,1,2,1,2,4,1,2,1,4,1,4,2,1,4,4,1,2,2,2,0.666666666666667,0.5,185,0,0.666666666666667,0,0,0.333333333333333,0.25,0,0.25,0.166666666666667,19,2,2,1,2,3,3,2,4,1,3,1,2,2,4,3,1,2,1,2,2,4,2,1,1,3,4,1,1,4,0.166666666666667,0.166666666666667
"204",204,9774,1,0.666666666666667,1,1,1,0.75,1,0.666666666666667,0.916666666666667,20,2,1,3,4,1,2,1,1,2,2,4,3,4,4,4,4,1,3,1,1,1,1,2,2,3,2,2,1,3,3,1,3,3,3,0.833333333333333,1,186,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1,0.5,0.4,0.5,0.583333333333333,20,2,1,1,2,2,4,3,4,4,4,3,1,3,1,2,3,1,2,2,3,2,2,2,2,1,1,2,3,1,0.5,0.666666666666667
"205",205,9796,0.333333333333333,0.666666666666667,0,0.666666666666667,0.666666666666667,0.25,0.4,0.166666666666667,0.416666666666667,18,2,2,3,4,1,2,1,1,2,2,3,2,3,3,4,3,3,4,4,1,1,3,1,2,3,2,3,4,4,3,2,2,4,3,0.333333333333333,0.5,187,0,0,0.666666666666667,0,0,0,0.4,0.333333333333333,0.166666666666667,18,2,2,1,2,2,3,3,4,3,2,3,4,3,4,2,3,1,3,2,2,4,1,4,4,3,4,3,4,1,0,0.333333333333333
"206",206,9890,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.25,0.2,0.416666666666667,0.25,20,2,1,4,1,2,3,1,1,2,1,1,4,2,2,2,4,4,4,4,1,1,2,3,3,3,3,2,3,3,4,2,1,2,1,0.166666666666667,0.333333333333333,188,0,0,0.333333333333333,0,0,0,0.2,0.333333333333333,0.0833333333333333,20,2,1,1,2,1,2,4,2,3,4,4,1,2,3,4,4,1,3,3,2,1,2,1,3,1,4,4,3,2,0,0.166666666666667
"207",207,9928,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.75,0.8,0.416666666666667,0.666666666666667,19,2,6,1,2,3,4,1,2,2,4,2,1,3,3,3,3,4,2,2,3,3,2,4,2,4,4,4,4,1,4,1,1,1,1,0.666666666666667,0.666666666666667,189,1,0,0.333333333333333,0,0.333333333333333,0.25,0.4,0.333333333333333,0.333333333333333,19,2,6,2,2,4,3,3,2,2,3,4,2,2,3,2,4,4,3,3,2,2,4,1,1,1,4,3,1,1,0.5,0.166666666666667
"208",208,9942,0.333333333333333,0,0.666666666666667,0.666666666666667,0.333333333333333,0.5,0.4,0.666666666666667,0.416666666666667,18,2,5,1,2,3,4,1,2,2,4,4,2,2,4,1,4,3,3,3,3,2,3,4,2,4,4,4,1,1,2,2,1,2,2,0.333333333333333,0.5,190,1,0.666666666666667,0.666666666666667,1,1,0.75,0.8,0.583333333333333,0.833333333333333,18,2,6,2,2,4,2,1,1,2,2,2,3,3,4,3,3,3,4,2,4,4,4,3,2,1,1,2,1,1,0.833333333333333,0.833333333333333
"209",209,9943,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.25,0.4,0.25,0.25,17,1,2,2,2,1,4,0.75,1,1,2,4,1,3,2,3,4,4,2,3,4,1,1,2,4,3,1,3,3,3,4,1,1,1,1,0.166666666666667,0.333333333333333,191,0,0.333333333333333,0.333333333333333,0,0,0,0.4,0.0833333333333333,0.166666666666667,17,1,2,1,1,2,3,2,3,2,1,1,2,3,3,4,1,1,1,2,1,1,4,4,4,2,4,1,1,1,0,0.333333333333333
"210",210,9984,0,0.333333333333333,0,0.333333333333333,0,0.5,0,0.0833333333333333,0.166666666666667,18,2,2,4,3,2,1,1,2,1,3,2,2,4,2,2,4,2,3,1,4,3,1,2,1,4,3,4,1,4,1,1,3,3,3,0.333333333333333,0,192,0.333333333333333,0.666666666666667,0,0,0,0.5,0.2,0.25,0.25,18,2,2,2,1,3,3,3,4,2,2,2,1,3,2,1,4,1,3,4,1,2,1,1,4,3,4,3,3,1,0.333333333333333,0.166666666666667
"211",211,310436,0.666666666666667,1,1,0.666666666666667,1,0.5,1,0.583333333333333,0.833333333333333,18,1,7,2,1,4,3,1,1,1,1,3,2,2,1,1,4,2,2,2,2,2,2,3,3,1,3,1,3,4,2,4,4,4,4,0.666666666666667,1,193,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.25,0.8,0.333333333333333,0.5,18,1,6,1,1,1,4,2,4,3,1,2,4,1,1,2,2,3,3,3,2,2,1,1,4,4,1,4,4,4,0.333333333333333,0.666666666666667
"212",212,6809941,1,0.666666666666667,1,0.666666666666667,0.666666666666667,1,0.8,0.666666666666667,0.833333333333333,18,2,1,1,2,3,4,1,2,2,4,2,3,1,2,2,2,3,3,4,3,2,3,4,4,3,3,4,4,1,1,1,1,1,1,1,0.666666666666667,194,0.333333333333333,0.666666666666667,1,0.333333333333333,0.333333333333333,0.75,0.6,0.666666666666667,0.583333333333333,18,2,1,2,2,4,3,3,2,4,2,4,1,3,4,3,2,3,4,4,4,3,4,4,1,1,1,1,1,3,0.5,0.666666666666667
